Ticker,Sector,Market Cap,P/E Ratio,Average Return,Volatility
EDELWEISS.NS,Financial Services,102272303104.0,19.406631,0.0041729302805271,0.0409022104007316
EICHERMOT.NS,Consumer Cyclical,1311450333184.0,31.347857,0.0005040837613659,0.0146775292769029
EIDPARRY.NS,Basic Materials,148854554624.0,16.835852,0.0026463522091103,0.0236102022610824
EIHAHOTELS.NS,Consumer Cyclical,23676798976.0,30.570415,0.0006833190824623,0.028799941530297
EIHOTEL.NS,Consumer Cyclical,224630751232.0,35.848305,-0.0020921276706107,0.021310003019058
EIMCOELECO.NS,Industrials,14662664192.0,30.301836,0.0021148200664505,0.0324699312599471
EKC.NS,Industrials,20691154944.0,19.617022,0.0027938328837779,0.0332610861804661
ELECON.NS,Industrials,128267034624.0,36.108654,0.0010923185620447,0.0323841870226272
ELECTCAST.NS,Industrials,93469532160.0,10.590049,-0.0007031674806257,0.0356901909544393
ELECTHERM.NS,Basic Materials,12752994304.0,3.2905896,0.002250694640954,0.0255866380863181
ELGIEQUIP.NS,Industrials,201466970112.0,62.126827,0.0002600201261229,0.0261874887204397
ELGIRUBCO.NS,Consumer Cyclical,6480473600.0,24.111732,0.0065831354309947,0.0348312493731556
EMAMILTD.NS,Consumer Defensive,292476616704.0,37.88744,0.0021193737378572,0.0267921898641529
EMAMIPAP.NS,Basic Materials,6308230656.0,8.546721,-0.0001559488350373,0.0225281957384055
EMKAY.NS,Financial Services,7637685248.0,12.592137,0.0059916780752941,0.0350871153933675
EMMBI.NS,Consumer Cyclical,2412412416.0,24.136282,0.0027722243009553,0.0314684797448635
ENDURANCE.NS,Consumer Cyclical,341346910208.0,44.445057,0.0019707733699029,0.0202010560499932
ENGINERSIN.NS,Industrials,105579601920.0,28.59056,-0.0008156961686527,0.0349079095933733
ENIL.NS,Communication Services,9209921536.0,30.377357,-0.001456514606333,0.0288637975394804
EPL.NS,Consumer Cyclical,83519152128.0,37.61119,0.0029159456583388,0.0243701183545183
EQUITASBNK.NS,Financial Services,78243684352.0,12.388086,-0.002212156247493,0.0191972429698423
ERIS.NS,Healthcare,177788469248.0,51.02539,0.0033410195185041,0.0183571917106316
ESABINDIA.NS,Industrials,96133136384.0,58.138615,0.0017043779932977,0.0230634666240801
ESCORTS.NS,Industrials,399890448384.0,33.897434,0.0004254069464834,0.0189257995695041
EVEREADY.NS,Industrials,28686030848.0,40.342537,0.0015487444304075,0.0255625237283354
EVERESTIND.NS,Industrials,15915610112.0,99.02067,-0.0010372985066745,0.0247618111859691
EXCEL.NS,Industrials,1594084736.0,56.0,0.0063322964350036,0.0382896238698318
EXCELINDUS.NS,Basic Materials,20462649344.0,48.538986,0.0045093009013806,0.0291285316754528
EXIDEIND.NS,Consumer Cyclical,371704889344.0,44.460835,-0.0001107571530846,0.0231948404024329
EXPLEOSOL.NS,Technology,19125702656.0,20.325745,-0.0004544980110367,0.0167810287854626
FACT.NS,Basic Materials,573176348672.0,2013.1818,0.0028407880883237,0.0386260551703277
FAIRCHEMOR.NS,Basic Materials,13192125440.0,27.323355,-0.0023395059740764,0.02172163482929
FCL.NS,Basic Materials,42646962176.0,33.661842,0.0006874182701798,0.0245708868984759
FDC.NS,Healthcare,83749470208.0,26.379488,0.0012723722934,0.0224378273970448
FEDERALBNK.NS,Financial Services,507181989888.0,12.344478,0.0023604327254597,0.0178128918293663
FIEMIND.NS,Consumer Cyclical,43162992640.0,24.095652,0.0031764033214269,0.0229619491195484
FILATEX.NS,Consumer Cyclical,26617985024.0,21.265959,0.0007436400881335,0.0276028851193031
FINCABLES.NS,Industrials,185461489664.0,25.25302,0.0015568106942901,0.0299761649960618
FINEORG.NS,Basic Materials,153494749184.0,34.84322,0.0014919926394981,0.0211989302579853
FINPIPE.NS,Industrials,177981685760.0,22.176426,0.000755836222533,0.0266224552424972
FLEXITUFF.NS,Consumer Cyclical,2055035904.0,0.6782457,0.0051885382030421,0.0313272201831673
FLUOROCHEM.NS,Basic Materials,458510303232.0,111.11497,0.0022507800725563,0.0265144874353615
FMGOETZE.NS,Consumer Cyclical,22739621888.0,17.152748,0.0011230807938693,0.0204942745396519
FMNL.NS,Real Estate,903447040.0,1.3476396,0.0084246567638079,0.0294057967832045
FORCEMOT.NS,Consumer Cyclical,97294073856.0,20.408281,-0.0011653622893757,0.0322116441854597
FORTIS.NS,Healthcare,468753776640.0,71.92931,0.0028994149795152,0.0186316656440728
FOSECOIND.NS,Basic Materials,28662421504.0,43.66741,0.0027454358942656,0.0234262852542131
FSL.NS,Technology,253876830208.0,48.300526,0.0060275510791824,0.0335496412244619
GABRIEL.NS,Consumer Cyclical,64244776960.0,30.487389,0.0018636578238995,0.0249513390459371
GAEL.NS,Consumer Defensive,59650162688.0,17.636364,-0.0008775408157628,0.0233368778023196
GAIL.NS,Utilities,1342434050048.0,11.626993,0.0008730951730227,0.0281795881922453
GALAXYSURF.NS,Basic Materials,106921041920.0,34.964638,0.0018447743080893,0.023465560565415
GALLANTT.NS,Basic Materials,77801062400.0,24.446552,0.0013918978387574,0.0239568829878247
GANDHITUBE.NS,Industrials,9561800704.0,16.447533,-0.000131837620693,0.0198385535726182
GANECOS.NS,Consumer Cyclical,58106707968.0,90.07454,0.0066800987162765,0.028599890259179
GANESHHOUC.NS,Real Estate,92822355968.0,19.119719,0.0033288645748421,0.0331576702245063
GANGESSECU.NS,Consumer Defensive,1919609984.0,37.332687,0.0022814512757905,0.0350040775048799
GARFIBRES.NS,Consumer Cyclical,80783458304.0,38.910233,0.0022462073291454,0.0252470994646664
GEECEE.NS,Real Estate,8992030720.0,21.234568,0.0032897456384037,0.0308404369552768
GEEKAYWIRE.NS,Industrials,4996578816.0,12.416883,0.0005096841677202,0.0334425161927241
GENESYS.NS,Technology,31534815232.0,70.91681,0.0036293564906672,0.035892062150192
GENUSPAPER.NS,Basic Materials,5818761216.0,80.82143,0.0004933681586339,0.0301381289372643
GENUSPOWER.NS,Industrials,114780004352.0,80.038536,0.0037281612411906,0.0279182443492814
GEOJITFSL.NS,Financial Services,34654986240.0,17.548798,0.0025956032733512,0.0436729870533334
GESHIP.NS,Industrials,171862933504.0,6.0828705,0.0018797970273025,0.0258957187470407
GET&D.NS,Industrials,454419415040.0,159.02779,0.0050727553881307,0.0301008153380525
GHCL.NS,Basic Materials,57835909120.0,10.809986,0.0019889237188617,0.0255826862440701
GICHSGFIN.NS,Financial Services,11629128704.0,7.3156643,0.0005734397236742,0.0269493044198413
GICRE.NS,Financial Services,640004521984.0,9.001481,0.0013716778569462,0.0272163415835159
GILLETTE.NS,Consumer Defensive,319879151616.0,70.91967,0.0031419751370162,0.0201973981210453
GIPCL.NS,Utilities,31460302848.0,15.060101,0.0019244571687253,0.0342638352549508
GKWLIMITED.NS,Industrials,20841283584.0,175.44199,0.0036261624555663,0.0348440667947556
GLAND.NS,Healthcare,292863148032.0,42.374252,0.000518031528146,0.0208383936179291
GLAXO.NS,Healthcare,433874173952.0,64.10888,0.002365258814434,0.0236832327210359
GLFL.NS,Financial Services,197747088.0,145.8,-0.0001742183479823,0.0253606322795634
GLOBAL.NS,Consumer Defensive,3578782720.0,11.061674,-0.0020902397007166,0.030267552409909
GLOBE.NS,Consumer Cyclical,1483378304.0,15.437501,0.0038286465427932,0.0382797789720635
GLOBUSSPR.NS,Consumer Defensive,31559874560.0,43.297665,0.0034332732402235,0.0355340140365424
GMBREW.NS,Consumer Defensive,18469457920.0,12.691098,0.0030191193234591,0.0353088885840097
GMDCLTD.NS,Energy,114384601088.0,17.985,-0.0003540558570589,0.0258235404157394
GMMPFAUDLR.NS,Industrials,57522737152.0,56.16769,-0.0001686775016367,0.0174294433377792
GNA.NS,Consumer Cyclical,17605920768.0,18.448044,0.0004532932819489,0.0200688004653926
GNFC.NS,Basic Materials,90905051136.0,17.761986,-9.960221470637354e-05,0.0221501227962306
GOACARBON.NS,Basic Materials,6505480704.0,8.553948,-0.001414091168649,0.0276153359101768
GOCLCORP.NS,Basic Materials,21717723136.0,30.037724,0.0011018709918187,0.0264836182592676
GODFRYPHLP.NS,Consumer Defensive,348971761664.0,40.649284,0.0062943328565106,0.0422784118857508
GODHA.NS,Industrials,679564800.0,12.75,0.0036436516151105,0.0356286024707459
GODREJAGRO.NS,Consumer Defensive,139273797632.0,35.08721,0.002350231836327,0.0247205344170902
GODREJIND.NS,Industrials,334748319744.0,164.03465,0.001767308079446,0.0227943895711186
GODREJPROP.NS,Real Estate,746652106752.0,53.768524,0.0003313065569847,0.0262728248378884
GOKEX.NS,Consumer Cyclical,62779682816.0,45.87036,0.0008912574779657,0.0285750767645645
GOKUL.NS,Consumer Defensive,6547529216.0,389.0588,0.0042266759179274,0.029298765431308
GOKULAGRO.NS,Consumer Defensive,44218642432.0,26.878925,0.0061349178023099,0.0352363744107979
GOLDENTOBC.NS,Consumer Defensive,716678144.0,13.986254,0.0002030694054876,0.0221037437550647
GOLDIAM.NS,Consumer Cyclical,36972429312.0,38.768196,0.0069979514434595,0.0436952796938263
GOODLUCK.NS,Basic Materials,31761221632.0,20.575495,0.0010697584083393,0.0282528996201756
GPIL.NS,Basic Materials,130878865408.0,14.187105,0.0012092921608975,0.0265449647910597
GPPL.NS,Industrials,88590426112.0,24.166225,-0.0003883444714362,0.0228920141299618
GPTINFRA.NS,Industrials,17079493632.0,26.39844,0.0023443287160492,0.0317158322977787
GRANULES.NS,Healthcare,141664681984.0,29.065142,0.003493967775976,0.0285316151998831
GRAPHITE.NS,Industrials,101683462144.0,9.442224,-0.0003342684542307,0.0241445804675431
GRASIM.NS,Basic Materials,1706431348736.0,32.051006,0.0006647434616465,0.0154840297570279
GRAVITA.NS,Industrials,151870799872.0,57.146694,0.0081753606241707,0.0449340186910492
GREENLAM.NS,Consumer Cyclical,71001497600.0,58.820103,0.0002674054507101,0.0238933893512904
GREENPANEL.NS,Basic Materials,45641768960.0,46.064358,0.0021191204586303,0.0203738529886929
GREENPLY.NS,Basic Materials,44055355392.0,39.82103,0.0036477684990905,0.0306479748072665
GREENPOWER.NS,Utilities,21935706112.0,53.4,0.0001275680706786,0.0307490013719846
GRINDWELL.NS,Industrials,239365554176.0,64.09428,0.0001997884473676,0.0204723969028384
GROBTEA.NS,Consumer Defensive,1216320128.0,43.47528,0.0018726610056765,0.0383369650982291
GRPLTD.NS,Consumer Cyclical,17298388992.0,68.96555,0.0049864511896258,0.0463030897649638
GRSE.NS,Industrials,174875426816.0,47.617786,0.0052462738071542,0.0482696538087661
GSFC.NS,Basic Materials,81795588096.0,15.171472,-0.0003370696830799,0.025448117099772
GSPL.NS,Utilities,214879764480.0,14.084689,0.0022970295921221,0.0196569773456861
GSS.NS,Technology,1802091136.0,17.906979,-0.0043207487360525,0.02070538112482
GTL.NS,Communication Services,2013399552.0,0.91876346,0.0031172958466932,0.041775006805929
GTPL.NS,Communication Services,16672640000.0,26.100353,-0.0012011153116169,0.0184025105304535
GUFICBIO.NS,Healthcare,48835301376.0,55.863064,0.003655211999235,0.0292189522806632
GUJAPOLLO.NS,Industrials,3715828992.0,31.446447,0.0018042740577709,0.0326677888609247
GUJGASLTD.NS,Utilities,360406581248.0,28.330627,0.0001128108285549,0.0208340264752553
GULFOILLUB.NS,Basic Materials,58754174976.0,17.637493,0.0024172397775741,0.0321071611277956
GULFPETRO.NS,Energy,3488864256.0,11.907665,0.0012628511233508,0.0343077380425757
GULPOLY.NS,Basic Materials,13075300352.0,56.891598,0.0009829295028319,0.0308570621964332
HAL.NS,Industrials,2943011258368.0,35.71336,0.0014648410695556,0.0294188850014185
HAPPSTMNDS.NS,Technology,115369033728.0,47.83851,-0.0002475412115253,0.0164191093320817
HATHWAY.NS,Communication Services,34021320704.0,33.7193,-0.0003701380885901,0.023004019495951
HATSUN.NS,Consumer Defensive,254868258816.0,84.008804,0.0010851745607394,0.0247031519508016
HAVELLS.NS,Industrials,1041413570560.0,74.07003,4.701079873071556e-06,0.0160705907657275
HBLPOWER.NS,Industrials,154688749568.0,50.017952,0.001169984524307,0.0298228509502419
HBSL.NS,Financial Services,937532032.0,2.7156863,0.0037296573377754,0.0346454918818999
HCC.NS,Industrials,65800892416.0,11.033802,0.0018049812923368,0.0382841218555054
HCG.NS,Healthcare,65177366528.0,125.02674,0.0023686699999272,0.0184387011365468
HCLTECH.NS,Technology,4977273077760.0,29.675388,0.0027588594000513,0.013194580018141
HDFCAMC.NS,Financial Services,958280957952.0,43.48022,0.0019554372901964,0.0235423255518817
HDFCBANK.NS,Financial Services,13406769774592.0,19.880453,0.0016910090261546,0.0140191061888378
HDFCLIFE.NS,Financial Services,1524692025344.0,90.139946,0.0021709571942587,0.0156763619239425
HEG.NS,Industrials,83906666496.0,42.912144,-0.000203384240314,0.0325545635874767
HEIDELBERG.NS,Basic Materials,51878510592.0,39.675907,0.0014176731917881,0.0174406819468027
HERCULES.NS,Industrials,9193595904.0,24.754097,0.001022928720398,0.0766496660374149
HERITGFOOD.NS,Consumer Defensive,46509375488.0,26.66134,0.0035285491681133,0.0345507430712508
HEROMOTOCO.NS,Consumer Cyclical,953684590592.0,23.419436,-5.34932034501443e-05,0.015990555151186
HESTERBIO.NS,Healthcare,22740111360.0,97.099525,0.0040952555332585,0.0365147810935327
HEXATRADEX.NS,Financial Services,15882851328.0,57.5,0.005849245413783,0.0358504238853215
HFCL.NS,Technology,182841327616.0,48.76539,0.0031581236055553,0.0381154380763585
HGINFRA.NS,Industrials,82868322304.0,15.037875,0.0011956068270943,0.0355239068940701
HGS.NS,Industrials,35862499328.0,64.08147,-0.0002809415806251,0.0227716740582099
HIKAL.NS,Healthcare,47711322112.0,70.482704,0.0028688402685004,0.0269423719573272
HILTON.NS,Industrials,2032985984.0,32.492424,-0.0015338401958102,0.0299568032441079
HIMATSEIDE.NS,Consumer Cyclical,20433084416.0,15.927381,0.0021772298259631,0.0323087092809144
HINDALCO.NS,Basic Materials,1443777871872.0,13.422411,0.000534144075865,0.0211200861437757
HINDCOMPOS.NS,Consumer Cyclical,7188810752.0,21.739616,0.0017905350815546,0.0307185811250838
HINDCOPPER.NS,Basic Materials,271830368256.0,75.12032,-0.0017753468762503,0.0306370542208089
HINDMOTORS.NS,Consumer Cyclical,5139271168.0,14.837349,-0.0042507060717701,0.029037058389495
HINDNATGLS.NS,Consumer Cyclical,2405408768.0,1.920496,0.0031113409318298,0.0273475779181104
HINDOILEXP.NS,Energy,27703586816.0,13.701112,0.0012411440665377,0.0303107277888121
HINDPETRO.NS,Energy,815061467136.0,19.414597,0.001454104027218,0.0267824247905241
HINDUNILVR.NS,Consumer Defensive,5892066508800.0,57.476505,0.0005655936891606,0.0133761862151596
HINDZINC.NS,Basic Materials,2139068170240.0,24.503872,0.0003298538479542,0.0365375106262885
HIRECT.NS,Industrials,20504197120.0,86.22743,0.0051157598117681,0.0329720915750879
HISARMETAL.NS,Basic Materials,989982016.0,17.851023,-0.0001422400749922,0.0235274229988324
HITECH.NS,Basic Materials,36973780992.0,55.5,0.0034111916468042,0.0273220897625909
HITECHCORP.NS,Consumer Cyclical,4603087360.0,25.25919,0.0027109566596293,0.0349182997498281
HITECHGEAR.NS,Consumer Cyclical,16737006592.0,14.063635,-0.0004503923880894,0.0246564539398597
HLVLTD.NS,Consumer Cyclical,12361125888.0,53.514286,-0.0022819924416787,0.0332245967427493
HMVL.NS,Communication Services,6625888768.0,27.31212,-0.0009897611418066,0.0249677548171058
HNDFDS.NS,Industrials,67082653696.0,68.495316,0.0015588255557612,0.0200066355081022
HONAUT.NS,Industrials,387529080832.0,73.528885,-0.0003143156338336,0.0215549538065487
HONDAPOWER.NS,Industrials,37581201408.0,41.15406,0.0039543955958528,0.0312390317028901
HOVS.NS,Technology,916537728.0,31.004292,0.0019606275615173,0.0329908005889097
HPL.NS,Industrials,32992585728.0,61.3756,0.0027426027930209,0.038269275879334
HSCL.NS,Basic Materials,273548623872.0,54.970238,0.004122049064548,0.0267298238418711
HUDCO.NS,Financial Services,437455192064.0,17.737013,0.0008590862963555,0.0370921598137043
HUHTAMAKI.NS,Consumer Cyclical,21591711744.0,5.3479238,9.944105650261914e-05,0.0283987519658429
ICEMAKE.NS,Industrials,14170170368.0,57.453613,0.0061104567233377,0.0473993569043378
ICICIBANK.NS,Financial Services,8880444669952.0,19.047512,0.0010595164511708,0.0143523348702259
ICICIGI.NS,Financial Services,945476534272.0,42.732662,0.0012258027279675,0.0148944038274199
ICICIPRULI.NS,Financial Services,1026278096896.0,117.60761,0.0016056456163868,0.0170935616843509
ICIL.NS,Consumer Cyclical,70111117312.0,22.67777,4.016828409856199e-05,0.0285532028632352
ICRA.NS,Financial Services,67177312256.0,44.4431,0.0026633194761178,0.017719170101202
IDBI.NS,Financial Services,885566668800.0,13.090619,0.0003133342512854,0.0295340076166829
IDFCFIRSTB.NS,Financial Services,480347258880.0,20.445482,-0.0011028659946261,0.0160187455543985
IEX.NS,Financial Services,152148803584.0,38.791386,0.0016629580773578,0.02611605076715
IFBIND.NS,Consumer Cyclical,67708944384.0,68.96616,0.0021025263012899,0.0417578899293252
IFCI.NS,Financial Services,161023361024.0,108.052635,0.0021632697156253,0.041874667133109
IFGLEXPOR.NS,Basic Materials,21605552128.0,27.778559,-0.0004596987721552,0.0268563681075556
IGARASHI.NS,Consumer Cyclical,23724281856.0,144.95193,0.0037193222647988,0.0311833312167928
IGL.NS,Utilities,309715337216.0,15.575705,0.000146838471318,0.0205541853216934
IGPL.NS,Basic Materials,18150475776.0,140.94499,0.0016571296678312,0.0263830744859902
IIFL.NS,Financial Services,188012380160.0,18.347141,0.0012726984743759,0.0306463518216056
IIFLSEC.NS,Financial Services,115681853440.0,16.531292,0.0087262740269921,0.0448419073103052
IITL.NS,Financial Services,8792436736.0,12.595285,0.0084041421362109,0.0257585625919162
IMAGICAA.NS,Communication Services,40463192064.0,99.32,-0.0001059193106254,0.0277236031261416
IMFA.NS,Basic Materials,42345844736.0,10.661594,0.0018648681744322,0.0321008677296952
IMPAL.NS,Consumer Cyclical,15040894976.0,19.157526,0.0018419024718579,0.0248529739997703
INDBANK.NS,Financial Services,1967729024.0,19.190477,-0.0001296464483466,0.028224571900664
INDHOTEL.NS,Consumer Cyclical,1043444400128.0,62.480824,0.0026284529817254,0.0218441917131601
INDIAGLYCO.NS,Basic Materials,38570287104.0,21.186224,0.0044708441507771,0.0328040103070178
INDIAMART.NS,Communication Services,142300184576.0,33.111744,-0.0006247860123274,0.0241865650053213
INDIANB.NS,Financial Services,755644563456.0,7.5362706,0.0010029681719139,0.0248113051318224
INDIANCARD.NS,Consumer Cyclical,1584496768.0,2.1705868,3.625450129651764e-05,0.0210312484978845
INDIGO.NS,Industrials,1546339614720.0,23.309555,0.0001681384562207,0.0200605431186238
INDNIPPON.NS,Consumer Cyclical,15480954880.0,22.728329,0.0008296544211326,0.0230365813777526
INDOCO.NS,Healthcare,28373753856.0,93.586624,-0.0001746719396834,0.0165291128415267
INDOSTAR.NS,Financial Services,37319667712.0,36.37268,0.001998571664567,0.0326076449125298
INDOTECH.NS,Industrials,26363086848.0,53.476948,0.0050707413217104,0.0393613214335306
INDOTHAI.NS,Financial Services,10861279232.0,59.174053,0.0099307369602437,0.0278767528486557
INDOWIND.NS,Utilities,2892897536.0,35.03125,0.0008350007440728,0.034330662211994
INDRAMEDCO.NS,Healthcare,42811289600.0,28.988205,0.0058972185185431,0.0341486247835293
INDSWFTLAB.NS,Healthcare,6647276032.0,1.6428154,0.0009153020780723,0.0351781134084274
INDSWFTLTD.NS,Healthcare,1269620608.0,3.1675675,0.0009894846515311,0.0326292552899944
INDUSINDBK.NS,Financial Services,820931330048.0,10.070719,-0.0020408549701744,0.0231829447446377
INDUSTOWER.NS,Communication Services,860479750144.0,11.629234,0.0002403981162104,0.0259889048927683
INFIBEAM.NS,Technology,78278967296.0,39.13889,-0.0007265902611165,0.0247457134225862
INFOBEAN.NS,Technology,10545598464.0,30.114822,0.0008956977167264,0.0241614022068871
INFY.NS,Technology,7598244888576.0,28.170412,0.0021050000331165,0.0143095310202198
INGERRAND.NS,Industrials,134085083136.0,58.13715,-3.568472582096582e-06,0.0200892695092793
INOXWIND.NS,Industrials,272884842496.0,140.46309,0.0041203402352754,0.0366477710453354
INSECTICID.NS,Basic Materials,25966946304.0,21.550097,0.0044194746431521,0.0288930605803297
INSPIRISYS.NS,Technology,4754028032.0,31.088083,0.0007447881708029,0.0296040120549782
INTELLECT.NS,Technology,103663009792.0,80.60898,-0.0010035653007293,0.0190936543727201
INTENTECH.NS,Technology,3334865408.0,18.34691,0.0019748235849152,0.0385486776344097
INVENTURE.NS,Financial Services,2310000128.0,14.666666,0.0009853862702989,0.0400199431508736
IOB.NS,Financial Services,1004660654080.0,34.044872,-0.0008253096256614,0.0286314711542099
IOC.NS,Energy,1981769056256.0,11.024352,-0.0007624558780949,0.0214935273977185
IOLCP.NS,Healthcare,23373594624.0,19.720158,0.0006791452280723,0.0260427450262478
IPCALAB.NS,Healthcare,395435737088.0,68.48199,0.0015190911332186,0.0170952631761055
IRB.NS,Industrials,310646145024.0,50.431374,-0.0011254425546976,0.0300254635728447
IRCON.NS,Industrials,193680441344.0,21.056236,-0.0002108917166982,0.0349439725514621
IRCTC.NS,Industrials,666000031744.0,55.537025,-0.001213434375647,0.0205668471601468
ISEC.NS,Financial Services,274058575872.0,13.350222,0.0013634747083193,0.0169619245174732
ISFT.NS,Consumer Cyclical,2329147648.0,20.36947,0.0018367487658174,0.0299147622027834
ITC.NS,Consumer Defensive,5980262236160.0,29.14939,0.0008550302931746,0.0118629489598706
ITDC.NS,Consumer Cyclical,52490870784.0,80.0,0.0005272607715677,0.0338858081576362
ITDCEM.NS,Industrials,93211901952.0,27.396467,0.003906045931261,0.041568571845716
IVC.NS,Financial Services,3768397056.0,74.9375,0.000792999281247,0.0299102142115548
IVP.NS,Basic Materials,2363896576.0,16.281649,0.0035095759711137,0.0369517563262242
IZMO.NS,Technology,5624537088.0,20.037802,0.0027725948794246,0.035561837466768
J&KBANK.NS,Financial Services,113972568064.0,5.523759,-0.0013815788093123,0.0270376240997453
JAGRAN.NS,Communication Services,18737895424.0,10.378019,-0.0006651194920291,0.0204604565225358
JAGSNPHARM.NS,Healthcare,15683563520.0,65.79533,0.0054252192257372,0.0340265971438034
JAIBALAJI.NS,Basic Materials,191098306560.0,20.122211,0.0016456902254238,0.0261190420087271
JAICORPLTD.NS,Basic Materials,58144784384.0,97.067444,0.0015528450271135,0.0347932158111615
JAMNAAUTO.NS,Consumer Cyclical,44204515328.0,21.477669,-0.0008882422606903,0.0232916287546722
JASH.NS,Industrials,30524340224.0,42.20588,0.0020814599312958,0.0302687577845958
JAYAGROGN.NS,Basic Materials,9107999744.0,16.366577,0.002490603737738,0.0292153024527212
JAYBARMARU.NS,Consumer Cyclical,10406115328.0,31.946665,-0.0008780303011621,0.0249216032864114
JAYNECOIND.NS,Basic Materials,42733621248.0,176.04,-0.0003173645637955,0.0285104812246855
JBCHEPHARM.NS,Healthcare,285956407296.0,47.84767,0.0002609518654871,0.0179139861693956
JBMA.NS,Consumer Cyclical,185358090240.0,99.02401,-0.0011297996248761,0.0249953922893768
JCHAC.NS,Consumer Cyclical,53022253056.0,192.30768,0.0047425094791723,0.0391780989631308
JINDALPHOT.NS,Financial Services,7982002176.0,2.8481479,0.0023587789466537,0.0322162412298827
JINDALPOLY.NS,Basic Materials,34915274752.0,24.633923,0.0040047936625183,0.0338630637790918
JINDALSAW.NS,Basic Materials,195516317696.0,10.719274,0.0015119455968792,0.0269013487501292
JINDALSTEL.NS,Basic Materials,939232985088.0,16.667564,0.0001790340452808,0.0200154835809301
JINDRILL.NS,Energy,21096785920.0,22.12135,-3.587492177188345e-06,0.0243878424690687
JINDWORLD.NS,Consumer Cyclical,60336467968.0,75.225,-0.0010202963224743,0.023084577487227
JISLDVREQS.NS,Industrials,46288535552.0,49.0,0.0001907505933682,0.0330837602546949
JISLJALEQS.NS,Industrials,46288621568.0,97.971436,0.0006194952931068,0.0355785727164179
JITFINFRA.NS,Industrials,23356925952.0,38.912205,0.0016372532642975,0.0332747994529418
JKCEMENT.NS,Basic Materials,315354710016.0,38.758785,0.0006385646066886,0.0175669126843319
JKIL.NS,Industrials,56945823744.0,15.749582,0.0019940295653223,0.0301767377537695
JKLAKSHMI.NS,Basic Materials,90182287360.0,25.25206,2.091716053888426e-05,0.0153359608371395
JKPAPER.NS,Basic Materials,74079436800.0,11.629422,0.0021202790405559,0.0316081924327479
JKTYRE.NS,Consumer Cyclical,103428849664.0,13.907517,6.00805748714528e-05,0.0218969335814001
JMA.NS,Consumer Cyclical,2319970560.0,8.941021,0.0007840259164913,0.0220120291373866
JMFINANCIL.NS,Financial Services,139396726784.0,30.835096,0.0052772579893359,0.0312568394345491
JOCIL.NS,Basic Materials,1836621824.0,75.750916,0.0013097398245025,0.0261427601903434
JPOLYINVST.NS,Financial Services,8441581056.0,2.7233112,0.0018381595179734,0.0266629733625129
JPPOWER.NS,Utilities,123293745152.0,19.76923,0.0002957976845328,0.0281379478053724
JSL.NS,Basic Materials,585214722048.0,23.867607,0.000574347672516,0.0252841008072647
JSWENERGY.NS,Utilities,1242014547968.0,62.51536,0.0022025141233527,0.0289997456809335
JSWHL.NS,Industrials,171295965184.0,71.42788,0.0077391962223442,0.0364687454950298
JSWSTEEL.NS,Basic Materials,2431893635072.0,48.771416,0.00139054697569,0.0174664880150279
JTEKTINDIA.NS,Consumer Cyclical,43451367424.0,41.985256,0.0004946801350106,0.0233190638933719
JUBLFOOD.NS,Consumer Cyclical,399277817856.0,93.42308,0.0023606880458697,0.0192915485003303
JUBLINDS.NS,Unknown,25606119424.0,72.49112,0.0040074144372928,0.0273660315420385
JUSTDIAL.NS,Communication Services,95121833984.0,18.904007,0.0011660483263529,0.0301090714023519
JYOTHYLAB.NS,Consumer Defensive,179546619904.0,47.85994,0.0007502250974104,0.0237615031965578
JYOTISTRUC.NS,Industrials,31629697024.0,83.57143,0.0035623993855147,0.0354099129338673
KABRAEXTRU.NS,Industrials,16111973376.0,43.861904,0.0022502763051576,0.0334158986517826
KAJARIACER.NS,Industrials,191253823488.0,50.24268,0.0003430948180702,0.020464755545366
KALYANIFRG.NS,Consumer Cyclical,1677663616.0,43.300472,0.0012942499704422,0.0360501459190337
KAMATHOTEL.NS,Consumer Cyclical,6303435264.0,11.508074,-0.0010178539362592,0.0302762167253545
KAMDHENU.NS,Basic Materials,14357343232.0,26.18108,0.0006168262570067,0.0308620871243776
KANSAINER.NS,Basic Materials,219441676288.0,35.214287,-6.446749963526876e-05,0.0163075160772929
KAPSTON.NS,Industrials,6074256896.0,46.275116,0.006036441508835,0.0343464277031793
KARMAENG.NS,Utilities,861494720.0,111.13432,0.0007891345781163,0.0308444737021077
KARURVYSYA.NS,Financial Services,183740203008.0,10.19339,0.001708801956138,0.0228086549903492
KAUSHALYA.NS,Industrials,322272352.0,2.164488,0.0025376595464701,0.0302218043698245
KCP.NS,Basic Materials,30150754304.0,15.82341,0.0037068683939877,0.0363581960003634
KCPSUGIND.NS,Consumer Defensive,5229316096.0,6.3878117,0.0025530726088457,0.0345375403720609
KDDL.NS,Consumer Cyclical,33725886464.0,36.496006,0.0013780354862544,0.0286254487194374
KEC.NS,Industrials,271697035264.0,62.12112,0.0031191651035709,0.0272666164296215
KECL.NS,Industrials,12092679168.0,85.48357,0.0009908774727605,0.0353647472938215
KEI.NS,Industrials,360038006784.0,57.799683,0.0004081598032564,0.0241639030676326
KELLTONTEC.NS,Technology,14991486976.0,21.727402,0.0044928062877285,0.0388208197767664
KEYFINSERV.NS,Financial Services,1857754368.0,4.9800496,0.0044886658847062,0.0487926305716005
KHADIM.NS,Consumer Cyclical,6924059136.0,128.27644,0.0008580972943133,0.02689831016629
